"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"1021","4kibler1988"," Kibler D., Langley P.: "," Machine Learning as an Experimental Science, "," Machine Learning, "," 3(1), "," 5-8, ","","","","","","","",""
"1022","4kibler1988"," Kibler, D. and Langley, P. "," Machine Learning as an Experimental Science. ","","","",""," In Proceedings of the Third European Working Session on Learning, ",""," Pitman, ","","",""," Glasgow, Scotland, "
"1023","4kibler1989"," Kibler, D. and Aha, D. W. "," Instance-based prediction of real-valued attributes. "," Computational Intelligence, "," 5(2) "," 51-57. ","","","","","","","",""
"1024","4kibler1989"," Kibler, D. and Aha, D. W. "," Instance-based prediction of real-valued attributes. "," Computational Intelligence, "," 5(2) "," 51-57. ","","","","","","","",""
"1025","4kibler1989"," Kibler, D., Aha, D. W., and Albert, M. "," Instance-based prediction of real-valued attributes. "," Computational Intelligence, "," 5 "," 51-57. ","","","","","","","",""
"1026","4kibler1989"," Kibler, D., Aha, D.W., & Albert, M.K.  "," Instance-based prediction of real-valued attributes, "," Computational Intelligence, "," 5 "," 51-57. ","","","","","","","",""
"1027","4kibler1989"," Kibler, D., Aha, D.W., & Albert, M.K.  ","Instance-based prediction of real-valued attributes, "," Computational Intelligence, "," 5 "," 51-57. ","","","","","","","",""
"1028","4kibler1989"," D. Kibler, D. W. Aha, and M. K. Albert. "," Instance-Based Prediction of Real-Valued Attributes. "," Computational Intelligence, "," 5 "," 51-57, ","","","","","","","",""
"1029","4kibler1989"," D. Kibler, D. W. Aha, and M. K. Albert. "," Instance-Based Prediction of Real-Valued Attributes. "," Computational Intelligence, "," 5 "," 51-57, ","","","","","","","",""
"1030","5kibler1989"," D. Kibler and D. W. Aha. "," Instance-based prediction of real-valued attributes. "," Computational Intelligence, "," 5(2) "," 51-57, ","","","","","","","",""
"1031","5kibler1989"," D. Kibler and D. W. Aha. "," Instance-based prediction of real-valued attributes. "," Computational Intelligence, "," 5(2) "," 51-57, ","","","","","","","",""
"1032","5pazzani1992"," Pazzani, M. & Kibler, D. "," The Utility of Knowledge in Inductive Learning. "," Machine Learning"," 9(1),"," 57-94. ","","","","","","","",""
"1033","5pazzani1992"," Pazzani, M., and Kibler, D., ","   The Utility of Knowledge in Inductive Learning, "," Machine Learning, "," 9, "," 57-94, ","","","","","","","",""
"1034","5pazzani1992"," Michael Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1035","5kibler1992"," Michael Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1036","5kibler1992"," Michael Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1037","5kibler1992"," Micheal Pazzani and Dennis Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1038","5kibler1993"," Dennis Kibler (1993). "," Some real-world domains for learning problem solvers. ","","","",""," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ","","","","",""," Amherst, MA. "
"1039","5kibler1993"," Dennis Kibler (1993). "," Some real-world domains for learning problem solvers. ","","","",""," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ","","","","",""," Amherst, MA. "
"1040","5kibler1993"," Dennis Kibler (1993). "," Some real-world domains for learning problem solvers. ","","","",""," In Proceedings of KCSL93, 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93), ","","","","",""," Amherst, MA. "
"1041","5learning1991"," Pazzani M. and Kibler D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1042","5learning1991"," Pazzani M. and Kibler D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1043","5learning1991"," Pazzani M. and Kibler D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1044","5learning1991"," Pazzani M. and Kibler D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1045","5learning1992 14."," Pazzani M, Kibler D. "," The utility of knowledge in Inductive learning. "," Machine Learning ",";9",":57-94.","","","","","","","",""
"1046","5learning1992"," Pazzani M., Kibler D.: "," The Utility of Knowledge in Inductive Learning, "," in Machine Learning, "," 9, "," 57-94, ","","","","","","","",""
"1047","5ourston1994"," Ourston, D. & Mooney, R. "," Theory refinement combining analytical and empirical methods. "," Artificial Intelligence, "," 66(2) "," 273-309. ","","","","","","","",""
"1048","5ourston1994"," Ourston, D. & Mooney, R. "," Theory refinement combining analytical and empirical methods. "," Artificial Intelligence, "," 66(2) "," 273-309. ","","","","","","","",""
"1049","5ourston1994"," Ourston, D. & Mooney, R. "," Theory refinement combining analytical and empirical methods. "," Artificial Intelligence, "," 66(2) "," 273-309. ","","","","","","","",""
"1050","5pazzani1992 16."," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1051","5pazzani1992 31."," Pazzani, M. , and Kibler, D., "," The utility of knowledge in inductive learning, "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1052","5pazzani1992 4."," M. Pazzani & D. "," Kibler The utility of knowledge in inductive learning Machine Learning, ",""," 9(1): "," 57-94, ","","","","","","","",""
"1053","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1054","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1055","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1056","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1057","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1058","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1059","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1060","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1061","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1062","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94. ","","","","","","","",""
"1063","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning."," Machine Learning,"," 9(1)"," 57-94.","","","","","","","",""
"1064","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning."," Machine Learning,"," 9(1) ","57-94.","","","","","","","",""
"1065","5pazzani1992"," Pazzani, M. & Kibler, D. "," The utility of knowledge in inductive learning.","Machine Learning,"," 9(1)"," 57-94.","","","","","","","",""
"1066","5pazzani1992"," Pazzani, M. J., and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning ","9 "," 57-94. ","","","","","","","",""
"1067","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning Journal, "," 9(1) "," 57-94. ","","","","","","","",""
"1068","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1069","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1070","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning."," Machine Learning"," 9(1),"," 57-94 ","","","","","","","",""
"1071","5pazzani1992"," Pazzani, M. and Kibler, D., "," The Utility of Knowledge in Inductive Learning,"," Machine Learning,"," 9(1)","","","","","","","","",""
"1072","5pazzani1992"," Pazzani, M. and Kibler, D., "," The Utility of Knowledge in Inductive Learning,"," Machine Learning, ","9(1) ","","","","","","","","",""
"1073","5pazzani1992"," Pazzani, M., & Kibler, D. "," The Utility of Knowledge in Inductive Learning. "," Machine Learning, "," 9:1, "," 57-94. ","","","","","","","",""
"1074","5pazzani1992"," Pazzani, M., & Kibler, D. "," The Utility of Knowledge in Inductive Learning. "," Machine Learning, "," 9:1, "," 57-94. ","","","","","","","",""
"1075","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1076","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1077","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1078","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1079","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94. ","","","","","","","",""
"1080","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning ","9 "," 57-94. ","","","","","","","",""
"1081","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning ","9 "," 57-94. ","","","","","","","",""
"1082","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. ","",""," 57-94. ",""," Machine Learning 9 ","","","","","",""
"1083","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning"," 9 "," 57-94. ","","","","","","","",""
"1084","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of background knowledge in inductive learning. "," Machine Learning"," 9 "," 57-94. ","","","","","","","",""
"1085","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning"," 9 "," 57-94. ","","","","","","","",""
"1086","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning ","9 "," 57-94. ","","","","","","","",""
"1087","5pazzani1992"," Pazzani, M., and Kibler, D. "," The utility of prior knowledge in inductive learning. "," Machine Learning ","9 "," 54-97. ","","","","","","","",""
"1088","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1089","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1090","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1091","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1092","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1093","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1094","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1095","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 54-97, ","","","","","","","",""
"1096","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 54-97, ","","","","","","","",""
"1097","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 54-97, ","","","","","","","",""
"1098","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 54-97, ","","","","","","","",""
"1099","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning. "," Machine Learning, "," 9 "," 54-97, ","","","","","","","",""
"1100","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
"1101","5pazzani1992"," Micheal J. Pazzani and Dennis Kibler. "," The role of prior knowledge in inductive learning."," Machine Learning, "," 9","54-97, ","","","","","","","",""
"1102","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1103","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of background knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1104","5pazzani1992"," Pazzani, M. and D. Kibler, ","   The Utility of Knowledge in Inductive Learning, "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1105","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1): "," 57-94, ","","","","","","","",""
"1106","5pazzani1992"," Pazzani, M. and Kibler, D. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9(1): "," 57-94, ","","","","","","","",""
"1107","5pazzani1992"," M. Pazzani and D. Kibler. "," The utility of knowledge in inductive learning. "," Machine Learning, "," 9 "," 57-94, ","","","","","","","",""
"1108","5pazzani1992"," Pazzani, M., and Kibler, D., ","   The utility of knowledge in inductive learning, "," Machine Learning, "," 9(1) "," 57-94, ","","","","","","","",""
